老陈央卫1,#genre#
广东卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.218:5140
广西卫视,http://ip.laosiji.space:5555/rtp/233.18.204.107:5140
贵州卫视,http://ip.laosiji.space:5555/rtp/233.18.204.101:5140
海南卫视,http://ip.laosiji.space:5555/rtp/233.18.204.102:5140
河北卫视,http://ip.laosiji.space:5555/rtp/233.18.204.103:5140
河南卫视,http://ip.laosiji.space:5555/rtp/233.18.204.105:5140
黑龙江卫视,http://ip.laosiji.space:5555/rtp/233.18.204.90:5140
湖北卫视,http://ip.laosiji.space:5555/rtp/233.18.204.92:5140
湖南卫视,http://ip.laosiji.space:5555/rtp/233.18.204.86:5140
湖南卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.227:5140
吉林卫视,http://ip.laosiji.space:5555/rtp/233.18.204.108:5140
江苏卫视,http://ip.laosiji.space:5555/rtp/233.18.204.85:5140
江苏卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.226:5140
江西卫视,http://ip.laosiji.space:5555/rtp/233.18.204.95:5140
辽宁卫视,http://ip.laosiji.space:5555/rtp/233.18.204.96:5140
内蒙古卫视,http://ip.laosiji.space:5555/rtp/233.18.204.217:5140
宁夏卫视,http://ip.laosiji.space:5555/rtp/233.18.204.230:5140
青海卫视,http://ip.laosiji.space:5555/rtp/233.18.204.112:5140
三沙卫视,http://ip.laosiji.space:5555/rtp/233.18.204.172:5140
山东卫视,http://ip.laosiji.space:5555/rtp/233.18.204.91:5140
山东卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.228:5140
山西卫视,http://ip.laosiji.space:5555/rtp/233.18.204.211:5140
陕西卫视,http://ip.laosiji.space:5555/rtp/233.18.204.223:5140
深圳卫视,http://ip.laosiji.space:5555/rtp/233.18.204.89:5140
深圳卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.219:5140
四川卫视,http://ip.laosiji.space:5555/rtp/233.18.204.99:5140
四川卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.225:5140
天津卫视,http://ip.laosiji.space:5555/rtp/233.18.204.97:5140
西藏卫视,http://ip.laosiji.space:5555/rtp/233.18.204.222:5140
新疆卫视,http://ip.laosiji.space:5555/rtp/233.18.204.220:5140
延边卫视SD,http://ip.laosiji.space:5555/rtp/233.18.204.155:5140
云南卫视,http://ip.laosiji.space:5555/rtp/233.18.204.106:5140
浙江卫视,http://ip.laosiji.space:5555/rtp/233.18.204.84:5140
浙江卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.229:5140
重庆卫视,http://ip.laosiji.space:5555/rtp/233.18.204.100:5140
新闻综合,http://ip.laosiji.space:5555/rtp/233.18.204.57:5140
东方卫视,http://ip.laosiji.space:5555/rtp/233.18.204.51:5140
东方卫视4K,http://ip.laosiji.space:5555/rtp/233.18.204.224:5140
生活时尚,http://ip.laosiji.space:5555/rtp/233.18.204.45:5140
都市剧场,http://ip.laosiji.space:5555/rtp/233.18.204.48:5140
都市频道,http://ip.laosiji.space:5555/rtp/233.18.204.53:5140
欢笑剧场4K,http://ip.laosiji.space:5555/rtp/233.18.204.115:5140
欢笑剧场4K,http://ip.laosiji.space:5555/rtp/233.18.204.205:5140
欢笑剧场,http://ip.laosiji.space:5555/rtp/233.18.204.50:5140
东方影视,http://ip.laosiji.space:5555/rtp/233.18.204.55:5140
五星体育,http://ip.laosiji.space:5555/rtp/233.18.204.58:5140
纪实科教,http://ip.laosiji.space:5555/rtp/239.45.1.14:5140
金鹰纪实,http://ip.laosiji.space:5555/rtp/233.18.204.104:5140
乐游,http://ip.laosiji.space:5555/rtp/233.18.204.47:5140
茶频道,http://ip.laosiji.space:5555/rtp/233.18.204.43:5140
第一财经,http://ip.laosiji.space:5555/rtp/233.18.204.59:5140
东方财经,http://ip.laosiji.space:5555/rtp/233.18.204.65:5140
家庭理财SD,http://ip.laosiji.space:5555/rtp/233.18.204.157:5140
财富天下,http://ip.laosiji.space:5555/rtp/233.18.204.231:5140
法治天地,http://ip.laosiji.space:5555/rtp/233.18.204.49:5140
上海教育,http://ip.laosiji.space:5555/rtp/233.18.204.63:5140
快乐垂钓,http://ip.laosiji.space:5555/rtp/233.18.204.42:5140
游戏风云,http://ip.laosiji.space:5555/rtp/233.18.204.44:5140
BesTV4K电影,http://ip.laosiji.space:5555/rtp/233.18.204.169:5140
BesTV4K记录,http://ip.laosiji.space:5555/rtp/233.18.204.170:5140
BesTV电影介绍,http://ip.laosiji.space:5555/rtp/233.18.204.116:5140
未知,http://ip.laosiji.space:5555/rtp/233.18.204.202:5140
未知1,http://ip.laosiji.space:5555/rtp/233.18.204.201:5140
金色学堂,http://ip.laosiji.space:5555/rtp/233.18.204.66:5140
BesTV4K动画,http://ip.laosiji.space:5555/rtp/233.18.204.171:5140
动漫秀场,http://ip.laosiji.space:5555/rtp/233.18.204.46:5140
哈哈炫动,http://ip.laosiji.space:5555/rtp/233.18.204.54:5140
嘉佳卡通SD,http://ip.laosiji.space:5555/rtp/233.18.204.151:5140
金鹰卡通,http://ip.laosiji.space:5555/rtp/233.18.204.113:5140
卡酷少儿,http://ip.laosiji.space:5555/rtp/233.18.204.109:5140


CCTV1,http://116.237.61.115:4022/rtp/233.18.204.52:5140
CCTV2,http://116.237.61.115:4022/rtp/233.18.204.68:5140
CCTV3,http://116.237.61.115:4022/rtp/233.18.204.69:5140
CCTV4,http://116.237.61.115:4022/rtp/233.18.204.70:5140
CCTV5,http://116.237.61.115:4022/rtp/233.18.204.71:5140
CCTV5+,http://116.237.61.115:4022/rtp/233.18.204.67:5140
CCTV6,http://116.237.61.115:4022/rtp/233.18.204.72:5140
CCTV7,http://116.237.61.115:4022/rtp/233.18.204.73:5140
CCTV8,http://116.237.61.115:4022/rtp/233.18.204.74:5140
CCTV9,http://116.237.61.115:4022/rtp/233.18.204.75:5140
CCTV10,http://116.237.61.115:4022/rtp/233.18.204.76:5140
CCTV11,http://116.237.61.115:4022/rtp/233.18.204.77:5140
CCTV12,http://116.237.61.115:4022/rtp/233.18.204.78:5140
CCTV13,http://116.237.61.115:4022/rtp/233.18.204.79:5140
CCTV14,http://116.237.61.115:4022/rtp/233.18.204.80:5140
CCTV15,http://116.237.61.115:4022/rtp/233.18.204.81:5140
CCTV16,http://116.237.61.115:4022/rtp/233.18.204.82:5140
CCTV16.4K,http://116.237.61.115:4022/rtp/233.18.204.114:5140
CCTV16.4K,http://116.237.61.115:4022/rtp/233.18.204.215:5140
CCTV17,http://116.237.61.115:4022/rtp/233.18.204.83:5140
CCTV4K,http://116.237.61.115:4022/rtp/233.18.204.188:5140
CCTV4K,http://116.237.61.115:4022/rtp/233.18.204.204:5140
CHC动作,http://116.237.61.115:4022/rtp/233.18.204.174:5140
CHC家庭,http://116.237.61.115:4022/rtp/233.18.204.173:5140
CHC影迷,http://116.237.61.115:4022/rtp/233.18.204.175:5140
CCTV兵器科技,http://116.237.61.115:4022/rtp/233.18.204.178:5140
CCTV第一剧场,http://116.237.61.115:4022/rtp/233.18.204.184:5140
CCTV风云剧场,http://116.237.61.115:4022/rtp/233.18.204.183:5140
CCTV风云音乐,http://116.237.61.115:4022/rtp/233.18.204.185:5140
CCTV风云足球,http://116.237.61.115:4022/rtp/233.18.204.176:5140
CCTV高尔夫网球,http://116.237.61.115:4022/rtp/233.18.204.181:5140
CCTV怀旧剧场,http://116.237.61.115:4022/rtp/233.18.204.182:5140
CCTV女性时尚,http://116.237.61.115:4022/rtp/233.18.204.180:5140
CCTV世界地理,http://116.237.61.115:4022/rtp/233.18.204.179:5140
CCTV文化精品,http://116.237.61.115:4022/rtp/233.18.204.186:5140
CCTV央视台球,http://116.237.61.115:4022/rtp/233.18.204.177:5140
CETV1,http://116.237.61.115:4022/rtp/233.18.204.98:5140
CETV2SD,http://116.237.61.115:4022/rtp/233.18.204.154:5140
CETV4,http://116.237.61.115:4022/rtp/233.18.204.111:5140
CETV早期教育,http://116.237.61.115:4022/rtp/233.18.204.187:5140
CGTN,http://116.237.61.115:4022/rtp/233.18.204.28:5140
安徽卫视,http://116.237.61.115:4022/rtp/233.18.204.93:5140
北京卫视,http://116.237.61.115:4022/rtp/233.18.204.87:5140
北京卫视4K,http://116.237.61.115:4022/rtp/233.18.204.209:5140
兵团卫视,http://116.237.61.115:4022/rtp/233.18.204.221:5140
东南卫视,http://116.237.61.115:4022/rtp/233.18.204.94:5140
甘肃卫视,http://116.237.61.115:4022/rtp/233.18.204.110:5140
广东卫视,http://116.237.61.115:4022/rtp/233.18.204.88:5140
广东卫视4K,http://116.237.61.115:4022/rtp/233.18.204.218:5140
广西卫视,http://116.237.61.115:4022/rtp/233.18.204.107:5140
贵州卫视,http://116.237.61.115:4022/rtp/233.18.204.101:5140
海南卫视,http://116.237.61.115:4022/rtp/233.18.204.102:5140
河北卫视,http://116.237.61.115:4022/rtp/233.18.204.103:5140
河南卫视,http://116.237.61.115:4022/rtp/233.18.204.105:5140
黑龙江卫视,http://116.237.61.115:4022/rtp/233.18.204.90:5140
湖北卫视,http://116.237.61.115:4022/rtp/233.18.204.92:5140
湖南卫视,http://116.237.61.115:4022/rtp/233.18.204.86:5140
湖南卫视4K,http://116.237.61.115:4022/rtp/233.18.204.227:5140
吉林卫视,http://116.237.61.115:4022/rtp/233.18.204.108:5140
江苏卫视,http://116.237.61.115:4022/rtp/233.18.204.85:5140
江苏卫视4K,http://116.237.61.115:4022/rtp/233.18.204.226:5140
江西卫视,http://116.237.61.115:4022/rtp/233.18.204.95:5140
辽宁卫视,http://116.237.61.115:4022/rtp/233.18.204.96:5140
内蒙古卫视,http://116.237.61.115:4022/rtp/233.18.204.217:5140
宁夏卫视,http://116.237.61.115:4022/rtp/233.18.204.230:5140
青海卫视,http://116.237.61.115:4022/rtp/233.18.204.112:5140
三沙卫视,http://116.237.61.115:4022/rtp/233.18.204.172:5140
山东卫视,http://116.237.61.115:4022/rtp/233.18.204.91:5140
山东卫视4K,http://116.237.61.115:4022/rtp/233.18.204.228:5140
山西卫视,http://116.237.61.115:4022/rtp/233.18.204.211:5140
陕西卫视,http://116.237.61.115:4022/rtp/233.18.204.223:5140
深圳卫视,http://116.237.61.115:4022/rtp/233.18.204.89:5140
深圳卫视4K,http://116.237.61.115:4022/rtp/233.18.204.219:5140
四川卫视,http://116.237.61.115:4022/rtp/233.18.204.99:5140
四川卫视4K,http://116.237.61.115:4022/rtp/233.18.204.225:5140
天津卫视,http://116.237.61.115:4022/rtp/233.18.204.97:5140
西藏卫视,http://116.237.61.115:4022/rtp/233.18.204.222:5140
新疆卫视,http://116.237.61.115:4022/rtp/233.18.204.220:5140
延边卫视SD,http://116.237.61.115:4022/rtp/233.18.204.155:5140
云南卫视,http://116.237.61.115:4022/rtp/233.18.204.106:5140
浙江卫视,http://116.237.61.115:4022/rtp/233.18.204.84:5140
浙江卫视4K,http://116.237.61.115:4022/rtp/233.18.204.229:5140
重庆卫视,http://116.237.61.115:4022/rtp/233.18.204.100:5140
新闻综合,http://116.237.61.115:4022/rtp/233.18.204.57:5140
东方卫视,http://116.237.61.115:4022/rtp/233.18.204.51:5140
东方卫视4K,http://116.237.61.115:4022/rtp/233.18.204.224:5140
生活时尚,http://116.237.61.115:4022/rtp/233.18.204.45:5140
都市剧场,http://116.237.61.115:4022/rtp/233.18.204.48:5140
都市频道,http://116.237.61.115:4022/rtp/233.18.204.53:5140
欢笑剧场4K,http://116.237.61.115:4022/rtp/233.18.204.115:5140
欢笑剧场4K,http://116.237.61.115:4022/rtp/233.18.204.205:5140
欢笑剧场,http://116.237.61.115:4022/rtp/233.18.204.50:5140
东方影视,http://116.237.61.115:4022/rtp/233.18.204.55:5140
五星体育,http://116.237.61.115:4022/rtp/233.18.204.58:5140
纪实科教,http://116.237.61.115:4022/rtp/239.45.1.14:5140
金鹰纪实,http://116.237.61.115:4022/rtp/233.18.204.104:5140
乐游,http://116.237.61.115:4022/rtp/233.18.204.47:5140
茶频道,http://116.237.61.115:4022/rtp/233.18.204.43:5140
第一财经,http://116.237.61.115:4022/rtp/233.18.204.59:5140
东方财经,http://116.237.61.115:4022/rtp/233.18.204.65:5140
家庭理财SD,http://116.237.61.115:4022/rtp/233.18.204.157:5140
财富天下,http://116.237.61.115:4022/rtp/233.18.204.231:5140
法治天地,http://116.237.61.115:4022/rtp/233.18.204.49:5140
上海教育,http://116.237.61.115:4022/rtp/233.18.204.63:5140
快乐垂钓,http://116.237.61.115:4022/rtp/233.18.204.42:5140
游戏风云,http://116.237.61.115:4022/rtp/233.18.204.44:5140
BesTV4K电影,http://116.237.61.115:4022/rtp/233.18.204.169:5140
BesTV4K记录,http://116.237.61.115:4022/rtp/233.18.204.170:5140
BesTV电影介绍,http://116.237.61.115:4022/rtp/233.18.204.116:5140
未知,http://116.237.61.115:4022/rtp/233.18.204.202:5140
未知1,http://116.237.61.115:4022/rtp/233.18.204.201:5140
金色学堂,http://116.237.61.115:4022/rtp/233.18.204.66:5140
BesTV4K动画,http://116.237.61.115:4022/rtp/233.18.204.171:5140
动漫秀场,http://116.237.61.115:4022/rtp/233.18.204.46:5140
哈哈炫动,http://116.237.61.115:4022/rtp/233.18.204.54:5140
嘉佳卡通SD,http://116.237.61.115:4022/rtp/233.18.204.151:5140
金鹰卡通,http://116.237.61.115:4022/rtp/233.18.204.113:5140
卡酷少儿,http://116.237.61.115:4022/rtp/233.18.204.109:5140
CCTV1,http://124.78.12.70:8686/rtp/233.18.204.52:5140
CCTV2,http://124.78.12.70:8686/rtp/233.18.204.68:5140
CCTV3,http://124.78.12.70:8686/rtp/233.18.204.69:5140
CCTV4,http://124.78.12.70:8686/rtp/233.18.204.70:5140
CCTV5,http://124.78.12.70:8686/rtp/233.18.204.71:5140
CCTV5+,http://124.78.12.70:8686/rtp/233.18.204.67:5140
CCTV6,http://124.78.12.70:8686/rtp/233.18.204.72:5140
CCTV7,http://124.78.12.70:8686/rtp/233.18.204.73:5140
CCTV8,http://124.78.12.70:8686/rtp/233.18.204.74:5140
CCTV9,http://124.78.12.70:8686/rtp/233.18.204.75:5140
CCTV10,http://124.78.12.70:8686/rtp/233.18.204.76:5140
CCTV11,http://124.78.12.70:8686/rtp/233.18.204.77:5140
CCTV12,http://124.78.12.70:8686/rtp/233.18.204.78:5140
CCTV13,http://124.78.12.70:8686/rtp/233.18.204.79:5140
CCTV14,http://124.78.12.70:8686/rtp/233.18.204.80:5140
CCTV15,http://124.78.12.70:8686/rtp/233.18.204.81:5140
CCTV16,http://124.78.12.70:8686/rtp/233.18.204.82:5140
CCTV16.4K,http://124.78.12.70:8686/rtp/233.18.204.114:5140
CCTV16.4K,http://124.78.12.70:8686/rtp/233.18.204.215:5140
CCTV17,http://124.78.12.70:8686/rtp/233.18.204.83:5140
CCTV4K,http://124.78.12.70:8686/rtp/233.18.204.188:5140
CCTV4K,http://124.78.12.70:8686/rtp/233.18.204.204:5140
CHC动作,http://124.78.12.70:8686/rtp/233.18.204.174:5140
CHC家庭,http://124.78.12.70:8686/rtp/233.18.204.173:5140
CHC影迷,http://124.78.12.70:8686/rtp/233.18.204.175:5140
CCTV兵器科技,http://124.78.12.70:8686/rtp/233.18.204.178:5140
CCTV第一剧场,http://124.78.12.70:8686/rtp/233.18.204.184:5140
CCTV风云剧场,http://124.78.12.70:8686/rtp/233.18.204.183:5140
CCTV风云音乐,http://124.78.12.70:8686/rtp/233.18.204.185:5140
CCTV风云足球,http://124.78.12.70:8686/rtp/233.18.204.176:5140
CCTV高尔夫网球,http://124.78.12.70:8686/rtp/233.18.204.181:5140
CCTV怀旧剧场,http://124.78.12.70:8686/rtp/233.18.204.182:5140
CCTV女性时尚,http://124.78.12.70:8686/rtp/233.18.204.180:5140
CCTV世界地理,http://124.78.12.70:8686/rtp/233.18.204.179:5140
CCTV文化精品,http://124.78.12.70:8686/rtp/233.18.204.186:5140
CCTV央视台球,http://124.78.12.70:8686/rtp/233.18.204.177:5140
CETV1,http://124.78.12.70:8686/rtp/233.18.204.98:5140
CETV2SD,http://124.78.12.70:8686/rtp/233.18.204.154:5140
CETV4,http://124.78.12.70:8686/rtp/233.18.204.111:5140
CETV早期教育,http://124.78.12.70:8686/rtp/233.18.204.187:5140
CGTN,http://124.78.12.70:8686/rtp/233.18.204.28:5140
安徽卫视,http://124.78.12.70:8686/rtp/233.18.204.93:5140
北京卫视,http://124.78.12.70:8686/rtp/233.18.204.87:5140
北京卫视4K,http://124.78.12.70:8686/rtp/233.18.204.209:5140
兵团卫视,http://124.78.12.70:8686/rtp/233.18.204.221:5140
东南卫视,http://124.78.12.70:8686/rtp/233.18.204.94:5140
甘肃卫视,http://124.78.12.70:8686/rtp/233.18.204.110:5140
广东卫视,http://124.78.12.70:8686/rtp/233.18.204.88:5140
广东卫视4K,http://124.78.12.70:8686/rtp/233.18.204.218:5140
广西卫视,http://124.78.12.70:8686/rtp/233.18.204.107:5140
贵州卫视,http://124.78.12.70:8686/rtp/233.18.204.101:5140
海南卫视,http://124.78.12.70:8686/rtp/233.18.204.102:5140
河北卫视,http://124.78.12.70:8686/rtp/233.18.204.103:5140
河南卫视,http://124.78.12.70:8686/rtp/233.18.204.105:5140
黑龙江卫视,http://124.78.12.70:8686/rtp/233.18.204.90:5140
湖北卫视,http://124.78.12.70:8686/rtp/233.18.204.92:5140
湖南卫视,http://124.78.12.70:8686/rtp/233.18.204.86:5140
湖南卫视4K,http://124.78.12.70:8686/rtp/233.18.204.227:5140
吉林卫视,http://124.78.12.70:8686/rtp/233.18.204.108:5140
江苏卫视,http://124.78.12.70:8686/rtp/233.18.204.85:5140
江苏卫视4K,http://124.78.12.70:8686/rtp/233.18.204.226:5140
江西卫视,http://124.78.12.70:8686/rtp/233.18.204.95:5140
辽宁卫视,http://124.78.12.70:8686/rtp/233.18.204.96:5140
内蒙古卫视,http://124.78.12.70:8686/rtp/233.18.204.217:5140
宁夏卫视,http://124.78.12.70:8686/rtp/233.18.204.230:5140
青海卫视,http://124.78.12.70:8686/rtp/233.18.204.112:5140
三沙卫视,http://124.78.12.70:8686/rtp/233.18.204.172:5140
山东卫视,http://124.78.12.70:8686/rtp/233.18.204.91:5140
山东卫视4K,http://124.78.12.70:8686/rtp/233.18.204.228:5140
山西卫视,http://124.78.12.70:8686/rtp/233.18.204.211:5140
陕西卫视,http://124.78.12.70:8686/rtp/233.18.204.223:5140
深圳卫视,http://124.78.12.70:8686/rtp/233.18.204.89:5140
深圳卫视4K,http://124.78.12.70:8686/rtp/233.18.204.219:5140
四川卫视,http://124.78.12.70:8686/rtp/233.18.204.99:5140
四川卫视4K,http://124.78.12.70:8686/rtp/233.18.204.225:5140
天津卫视,http://124.78.12.70:8686/rtp/233.18.204.97:5140
西藏卫视,http://124.78.12.70:8686/rtp/233.18.204.222:5140
新疆卫视,http://124.78.12.70:8686/rtp/233.18.204.220:5140
延边卫视SD,http://124.78.12.70:8686/rtp/233.18.204.155:5140
云南卫视,http://124.78.12.70:8686/rtp/233.18.204.106:5140
浙江卫视,http://124.78.12.70:8686/rtp/233.18.204.84:5140
浙江卫视4K,http://124.78.12.70:8686/rtp/233.18.204.229:5140
重庆卫视,http://124.78.12.70:8686/rtp/233.18.204.100:5140
新闻综合,http://124.78.12.70:8686/rtp/233.18.204.57:5140
东方卫视,http://124.78.12.70:8686/rtp/233.18.204.51:5140
东方卫视4K,http://124.78.12.70:8686/rtp/233.18.204.224:5140
生活时尚,http://124.78.12.70:8686/rtp/233.18.204.45:5140
都市剧场,http://124.78.12.70:8686/rtp/233.18.204.48:5140
都市频道,http://124.78.12.70:8686/rtp/233.18.204.53:5140
欢笑剧场4K,http://124.78.12.70:8686/rtp/233.18.204.115:5140
欢笑剧场4K,http://124.78.12.70:8686/rtp/233.18.204.205:5140
欢笑剧场,http://124.78.12.70:8686/rtp/233.18.204.50:5140
东方影视,http://124.78.12.70:8686/rtp/233.18.204.55:5140
五星体育,http://124.78.12.70:8686/rtp/233.18.204.58:5140
纪实科教,http://124.78.12.70:8686/rtp/239.45.1.14:5140
金鹰纪实,http://124.78.12.70:8686/rtp/233.18.204.104:5140
乐游,http://124.78.12.70:8686/rtp/233.18.204.47:5140
茶频道,http://124.78.12.70:8686/rtp/233.18.204.43:5140
第一财经,http://124.78.12.70:8686/rtp/233.18.204.59:5140
东方财经,http://124.78.12.70:8686/rtp/233.18.204.65:5140
家庭理财SD,http://124.78.12.70:8686/rtp/233.18.204.157:5140
财富天下,http://124.78.12.70:8686/rtp/233.18.204.231:5140
法治天地,http://124.78.12.70:8686/rtp/233.18.204.49:5140
上海教育,http://124.78.12.70:8686/rtp/233.18.204.63:5140
快乐垂钓,http://124.78.12.70:8686/rtp/233.18.204.42:5140
游戏风云,http://124.78.12.70:8686/rtp/233.18.204.44:5140
BesTV4K电影,http://124.78.12.70:8686/rtp/233.18.204.169:5140
BesTV4K记录,http://124.78.12.70:8686/rtp/233.18.204.170:5140
BesTV电影介绍,http://124.78.12.70:8686/rtp/233.18.204.116:5140
未知,http://124.78.12.70:8686/rtp/233.18.204.202:5140
未知1,http://124.78.12.70:8686/rtp/233.18.204.201:5140
金色学堂,http://124.78.12.70:8686/rtp/233.18.204.66:5140
BesTV4K动画,http://124.78.12.70:8686/rtp/233.18.204.171:5140
动漫秀场,http://124.78.12.70:8686/rtp/233.18.204.46:5140
哈哈炫动,http://124.78.12.70:8686/rtp/233.18.204.54:5140
嘉佳卡通SD,http://124.78.12.70:8686/rtp/233.18.204.151:5140
金鹰卡通,http://124.78.12.70:8686/rtp/233.18.204.113:5140
卡酷少儿,http://124.78.12.70:8686/rtp/233.18.204.109:5140
四川组播,#genre#
CCTV1,http://www.lb5221111.asia:2222/rtp/239.94.0.1:5140
CCTV1,http://www.lb5221111.asia:2222/rtp/239.94.2.34:5140
CCTV1,http://www.lb5221111.asia:2222/rtp/239.94.1.18:5140
CCTV1,http://www.lb5221111.asia:2222/rtp/239.94.1.151:5140
CCTV1,http://www.lb5221111.asia:2222/rtp/239.94.0.31:5140
CCTV1,http://www.lb5221111.asia:2222/rtp/239.94.2.69:5140
CCTV2,http://www.lb5221111.asia:2222/rtp/239.94.2.70:5140
CCTV2,http://www.lb5221111.asia:2222/rtp/239.94.0.2:5140
CCTV2,http://www.lb5221111.asia:2222/rtp/239.94.2.35:5140
CCTV3,http://www.lb5221111.asia:2222/rtp/239.94.0.32:5140
CCTV3,http://www.lb5221111.asia:2222/rtp/239.94.0.3:5140
CCTV4,http://www.lb5221111.asia:2222/rtp/239.94.0.4:5140
CCTV5,http://www.lb5221111.asia:2222/rtp/239.94.0.33:5140
CCTV5,http://www.lb5221111.asia:2222/rtp/239.94.2.30:5140
CCTV5,http://www.lb5221111.asia:2222/rtp/239.94.0.5:5140
CCTV5+,http://www.lb5221111.asia:2222/rtp/239.94.0.19:5140
CCTV5+,http://www.lb5221111.asia:2222/rtp/239.94.0.23:5140
CCTV6,http://www.lb5221111.asia:2222/rtp/239.94.0.6:5140
CCTV6,http://www.lb5221111.asia:2222/rtp/239.94.2.33:5140
CCTV6,http://www.lb5221111.asia:2222/rtp/239.94.0.34:5140
CCTV7,http://www.lb5221111.asia:2222/rtp/239.94.0.7:5140
CCTV8,http://www.lb5221111.asia:2222/rtp/239.94.0.8:5140
CCTV8,http://www.lb5221111.asia:2222/rtp/239.94.0.35:5140
CCTV8,http://www.lb5221111.asia:2222/rtp/239.94.2.29:5140
CCTV9,http://www.lb5221111.asia:2222/rtp/239.94.2.32:5140
CCTV9,http://www.lb5221111.asia:2222/rtp/239.94.0.9:5140
CCTV10,http://www.lb5221111.asia:2222/rtp/239.94.0.10:5140
CCTV10,http://www.lb5221111.asia:2222/rtp/239.94.2.31:5140
CCTV11,http://www.lb5221111.asia:2222/rtp/239.94.0.11:5140
CCTV11,http://www.lb5221111.asia:2222/rtp/239.94.0.36:5140
CCTV12,http://www.lb5221111.asia:2222/rtp/239.94.0.12:5140
CCTV13,http://www.lb5221111.asia:2222/rtp/239.94.0.13:5140
CCTV13,http://www.lb5221111.asia:2222/rtp/239.94.0.37:5140
CCTV14,http://www.lb5221111.asia:2222/rtp/239.94.0.14:5140
CCTV15,http://www.lb5221111.asia:2222/rtp/239.94.0.15:5140
CCTV15,http://www.lb5221111.asia:2222/rtp/239.94.0.38:5140
CCTV17,http://www.lb5221111.asia:2222/rtp/239.94.0.39:5140
CCTV17,http://www.lb5221111.asia:2222/rtp/239.94.0.17:5140
CETV1,http://www.lb5221111.asia:2222/rtp/239.94.1.2:5140
CETV4,http://www.lb5221111.asia:2222/rtp/239.94.1.20:5140
CGTN,http://www.lb5221111.asia:2222/rtp/239.94.0.22:5140
CGTN,http://www.lb5221111.asia:2222/rtp/239.94.0.40:5140
CGTN西语,http://www.lb5221111.asia:2222/rtp/239.94.1.61:5140
CGTN西语,http://www.lb5221111.asia:2222/rtp/239.94.1.65:5140
CGTN法语,http://www.lb5221111.asia:2222/rtp/239.94.1.62:5140
CGTN法语,http://www.lb5221111.asia:2222/rtp/239.94.1.66:5140
CHC影迷电影,http://www.lb5221111.asia:2222/rtp/239.94.1.174:5140
CHC家庭影院,http://www.lb5221111.asia:2222/rtp/239.94.1.173:5140
CHC动作电影,http://www.lb5221111.asia:2222/rtp/239.94.1.175:5140
梨园频道,http://www.lb5221111.asia:2222/rtp/239.94.1.16:5140
天元围棋,http://www.lb5221111.asia:2222/rtp/239.94.1.152:5140
法治天地,http://www.lb5221111.asia:2222/rtp/239.94.1.166:5140
游戏风云,http://www.lb5221111.asia:2222/rtp/239.94.1.46:5140
茶频道,http://www.lb5221111.asia:2222/rtp/239.94.1.154:5140
金色学堂,http://www.lb5221111.asia:2222/rtp/239.94.1.165:5140
金鹰纪实,http://www.lb5221111.asia:2222/rtp/239.94.1.1:5140
环球旅游,http://www.lb5221111.asia:2222/rtp/239.94.1.147:5140
快乐垂钓,http://www.lb5221111.asia:2222/rtp/239.94.1.153:5140
生活时尚,http://www.lb5221111.asia:2222/rtp/239.94.1.146:5140
中国交通,http://www.lb5221111.asia:2222/rtp/239.94.0.87:5140
中国天气,http://www.lb5221111.asia:2222/rtp/239.94.1.167:5140
乐游,http://www.lb5221111.asia:2222/rtp/239.94.1.164:5140
动漫秀场,http://www.lb5221111.asia:2222/rtp/239.94.1.171:5140
重庆卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.82:5140
江苏卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.62:5140
浙江卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.63:5140
东方卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.64:5140
深圳卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.66:5140
北京卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.65:5140
山东卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.69:5140
天津卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.68:5140
贵州卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.83:5140
四川卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.60:5140
四川卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.59:5140
云南卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.90:5140
广西卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.89:5140
黑龙江卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.81:5140
安徽卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.85:5140
江西卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.79:5140
湖北卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.84:5140
陕西卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.92:5140
东南卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.80:5140
吉林卫视,http://www.lb5221111.asia:2222/rtp/239.94.0.91:5140
